mssv,namsinh,gioitinh,drl,diem_tt,dtb_toankhoa,dtb_tichluy,sotc_tichluy,diemtbhk_1,diemtbhk_2,diemtbhk_3,diemtbhk_4,diemtbhk_5,diemtbhk_6,diemtbhk_7,diemtbhk_8
C2FFF40FXPvAibaEXe8g8Nbaf8gV6rMTOW10ogjT,19.0,0,100.0,30.0,9.05,9.05,65.0,9.05,9.28,8.8,9.043333333333333,9.043333333333333,9.043333333333333,9.043333333333333,9.043333333333333
C3014044XPvAibaEXe/kLXGQZojyiUag2miwNoRN,19.0,0,79.0,30.0,4.54,4.54,20.0,4.54,4.54,4.54,4.54,4.54,4.54,4.54,4.54
C3025510XPvAibaEXe/GJ3MUiqGRm8T37jWlRJER,19.0,0,86.0,30.0,3.71,3.71,16.0,6.36,1.59,3.975,3.975,3.975,3.975,3.975,3.975
C307F053XPvAibaEXe+nZBq3b0XEhX8PABYu6iV1,16.0,1,78.74455162558057,25.5,7.68,7.68,153.0,6.45,6.58,7.6,7.07,7.79,8.43,7.8,8.54
C315FC5DXPvAibaEXe/Ae0QceO7lRF2Ul+8Th3P6,20.0,0,75.65553494124923,21.5,7.3,7.3,143.0,5.26,6.81,6.9,8.1,8.1,6.88,6.44,7.9
C3184A42XPvAibaEXe8zDsaHJ0+9rVTTu+ugxNcW,20.0,0,75.65553494124923,25.5,8.62,8.62,134.0,8.32,9.1,7.83,8.45,9.09,8.98,8.85,8.7
C319C2D1XPvAibaEXe/31hnRTOuccqjWRsd9e8zF,19.0,0,90.0,30.0,7.75,7.75,99.0,7.19,7.59,7.86,8.06,8.07,7.7540000000000004,7.7540000000000004,7.7540000000000004
C31E31A1XPvAibaEXe/3J7XmZuxojKeK2lVaJA9x,19.0,0,95.0,30.0,8.6,8.6,22.0,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6
C3264F1FXPvAibaEXe8b36blNCVklb0ThGhw7Q6Q,20.0,0,75.65553494124923,24.25,6.77,6.77,148.0,6.38,6.86,7.57,8.04,5.71,6.44,7.7,5.82
C32A6F31XPvAibaEXe94rbuR8wA59eRVG2dE5fN7,19.0,0,100.0,30.0,7.13,7.13,64.0,8.71,5.9,7.12,7.243333333333333,7.243333333333333,7.243333333333333,7.243333333333333,7.243333333333333
C32C7BA0XPvAibaEXe/UEORkxzaGRqgeqLoIQ03m,20.0,0,75.65553494124923,22.25,7.21,7.21,146.0,6.99,7.69,6.63,6.8,5.39,7.33,7.32,8.27
C32FE907XPvAibaEXe+Ovh5RZZKgOgqaN4rBXbjU,19.0,0,100.0,30.0,8.67,8.67,64.0,9.19,8.36,8.55,8.7,8.7,8.7,8.7,8.7
C3380EF3XPvAibaEXe9w7hFRcHEZpCplSZM87DRH,19.0,0,90.0,30.0,8.03,8.03,99.0,8.45,7.53,8.27,7.75,8.28,8.056000000000001,8.056000000000001,8.056000000000001
C340ED08XPvAibaEXe8g5zf2LUpe/G3Mj64zdjKH,19.0,0,87.0,30.0,8.55,8.55,100.0,9.39,9.05,8.78,8.0,7.53,8.55,8.55,8.55
C3465EBFXPvAibaEXe/YCV++RiavqB8eq7xCW1uG,21.0,0,78.33960814444872,30.0,6.76,6.76,131.0,6.66,5.87,6.8,7.3,6.84,7.05,5.39,7.27
C34817F1XPvAibaEXe/24bqNYPB5SlSilotOem/0,19.0,0,98.0,30.0,7.09,7.09,62.0,8.3,6.33,6.8,7.1433333333333335,7.1433333333333335,7.1433333333333335,7.1433333333333335,7.1433333333333335
C34827C5XPvAibaEXe+lwq621ApacYn/G0L78IR9,16.0,0,78.74455162558057,31.5,4.2,4.2,22.0,6.11,3.055,0.0,3.055,3.055,3.055,3.055,3.055
C34C8584XPvAibaEXe+cD2dfYrNOt54u1kVDwPzX,18.0,0,70.58465346534653,24.25,8.04,8.04,148.0,7.93,7.65,8.42,8.01,7.84,8.06,7.97,8.6
C34CB14FXPvAibaEXe+dVXFbWVwKlYf2u7qop3EE,14.0,0,62.81791285637439,21.75,5.28,5.28,119.0,8.32,5.82,4.83,3.45,5.19,3.48,5.7,1.46
C34CF498XPvAibaEXe/V2dF0qjs8bbDxE9T+yGjr,16.0,0,78.74455162558057,30.0,7.48,7.48,157.0,6.22,7.87,7.72,7.94,7.4,7.24,6.91,7.38
C34D5C3DXPvAibaEXe9tQlmmuoS3EiWZisgCDNJa,19.0,0,100.0,30.0,7.66,7.66,26.0,7.66,7.66,7.66,7.66,7.66,7.66,7.66,7.66
C34F6A6BXPvAibaEXe8K0EXumpshI11HyFUk4lnd,19.0,0,100.0,30.0,6.69,6.69,60.0,7.46,6.22,6.4,6.6933333333333325,6.6933333333333325,6.6933333333333325,6.6933333333333325,6.6933333333333325
C35208D3XPvAibaEXe8z1D60SqYPkCmGzfmEUOT2,19.0,0,96.0,30.0,7.64,7.64,74.0,7.55,7.36,8.09,7.666666666666667,7.666666666666667,7.666666666666667,7.666666666666667,7.666666666666667
C3543184XPvAibaEXe9oautwyg1fuPmlN7ufaWlS,19.0,0,78.0,30.0,5.17,5.17,51.0,2.51,3.85,5.11,4.13,6.3,0.0,3.65,3.65
C35B7D58XPvAibaEXe8p5yvHQtPES5RibWhntIV9,16.0,0,92.0,25.0,8.18,8.18,153.0,8.2,7.54,8.11,8.97,6.84,8.34,8.47,7.82
C3644783XPvAibaEXe/S4a8qPv8Nb0hZR3ga9Z3e,19.0,0,62.81791285637439,22.5,8.1,8.1,148.0,6.84,7.32,7.99,8.18,8.23,8.85,8.0,8.6
C370B255XPvAibaEXe+g4Lk2o86SJx91J3RdgrAZ,19.0,0,90.0,30.0,8.91,8.91,106.0,8.23,9.19,8.85,8.93,9.18,8.876000000000001,8.876000000000001,8.876000000000001
C370E070XPvAibaEXe8e/5ryJ9Ypubqv5t6wIv15,17.0,0,54.0,29.5,7.27,7.27,150.0,7.56,7.73,7.41,7.65,5.04,5.4,5.64,6.41
C3714556XPvAibaEXe+l62icawnoYswrmeT6bxGq,22.0,0,82.10591293047433,24.35,8.31,8.31,149.0,8.83,8.46,8.3,8.68,7.47,8.16,8.19,8.298571428571426
C3739EFEXPvAibaEXe+ShNeuA9Jq+WaRoQBWi+CF,19.0,0,93.0,30.0,8.82,8.82,65.0,8.46,8.88,9.04,8.793333333333335,8.793333333333335,8.793333333333335,8.793333333333335,8.793333333333335
C37BE7F0XPvAibaEXe/Fv9q7dZquWZhhd9EzvdVc,21.0,0,78.33960814444872,21.5,2.19,2.19,7.0,1.72,1.77,3.57,5.59,0.0,2.5300000000000002,2.5300000000000002,2.5300000000000002
C37DB27DXPvAibaEXe8iDpfibljbVJ6sU2EpMDUK,19.0,0,90.0,30.0,7.37,7.37,97.0,6.21,7.47,6.92,7.96,7.77,7.266,7.266,7.266
C386EE73XPvAibaEXe+HeL85QGo03ZNOv3tVjTb1,18.0,0,70.58465346534653,30.0,3.98,3.98,33.0,8.15,6.38,4.25,0.39,3.174285714285714,1.65,1.4,0.0
C38ADA96XPvAibaEXe+9tOqtJ+TlMmhuHNTB5COK,20.0,0,75.65553494124923,25.25,7.59,7.59,139.0,7.06,6.88,7.32,8.02,7.75,7.91,8.02,7.34
C392B39EXPvAibaEXe8V02Fg5UdXXzrCvC/vHx/z,19.0,0,100.0,30.0,8.55,8.55,59.0,8.91,8.03,8.76,0.0,6.424999999999999,6.424999999999999,6.424999999999999,6.424999999999999
C39312F4XPvAibaEXe/ZkCDd4JXTLpiW64463phU,21.0,0,78.33960814444872,21.85,6.26,6.26,106.0,7.48,5.39,4.71,6.63,7.29,6.54,5.79,6.261428571428572
C39E15A8XPvAibaEXe+4L8XYCx23lOhuOE4FHkOm,19.0,0,98.0,30.0,8.35,8.35,44.0,8.87,8.24,7.6,8.236666666666666,8.236666666666666,8.236666666666666,8.236666666666666,8.236666666666666
C39E8DEBXPvAibaEXe9Wonradwt/oQ34MdpLUe7z,21.0,0,78.33960814444872,20.95,7.58,7.58,125.0,6.01,6.48,7.36,7.73,8.75,8.98,8.25,4.18
C39EC9E7XPvAibaEXe/d4nFnIhFaQm1KX1sm6B+1,17.0,0,70.58465346534653,30.0,7.11,7.11,143.0,7.21,5.36,7.72,7.99,6.68,7.78,5.59,7.2
C3A23EB7XPvAibaEXe9PMniL1hA1yvuIYgiJkEbp,19.0,0,100.0,30.0,7.96,7.96,70.0,8.42,7.39,8.27,8.026666666666666,8.026666666666666,8.026666666666666,8.026666666666666,8.026666666666666
C3A70311XPvAibaEXe8srCIvWdWtBxE9jCpXe9fz,19.0,1,62.81791285637439,23.25,7.58,7.58,156.0,6.12,5.0,7.49,7.41,7.29,8.42,7.95,8.25
C3A7E1C8XPvAibaEXe92ERxxrRb8Du3xroBH2jh9,19.0,0,95.0,30.0,8.5,8.5,59.0,8.94,8.24,8.36,8.513333333333334,8.513333333333334,8.513333333333334,8.513333333333334,8.513333333333334
C3A8B99EXPvAibaEXe9RaPDysYOKrIRb0/htG+ay,19.0,0,100.0,30.0,6.78,6.78,98.0,4.66,6.13,6.9,6.55,6.95,0.0,5.198333333333333,5.198333333333333
C3AA1F83XPvAibaEXe/xEER0Rmcjnu60iH3+qaus,19.0,0,95.0,30.0,5.85,5.85,29.0,8.02,1.73,4.875,4.875,4.875,4.875,4.875,4.875
C3AFF26AXPvAibaEXe8Fsd3dnKA7BaOEUaFxZuti,19.0,0,81.0,30.0,4.56,4.56,37.0,7.66,5.42,0.2,4.34,7.33,4.989999999999999,4.989999999999999,4.989999999999999
C3B47C00XPvAibaEXe/j7U1wtp2b2Ueyv41BSDns,18.0,0,70.58465346534653,23.25,6.33,6.33,143.0,6.35,4.6,5.98,6.08,5.18,5.54,5.84,6.41
C3B5C75CXPvAibaEXe9/B4OZKkOpV4c1pHKDiTAR,21.0,0,78.33960814444872,19.6,7.39,7.39,124.0,5.29,6.35,5.58,7.38,7.73,7.99,8.1,7.93
C3C96EC6XPvAibaEXe/kJUgsv26Ua3AxeitbvmZB,17.0,1,95.0,25.5,8.11,8.11,144.0,7.03,7.54,7.06,9.05,8.63,8.34,8.83,9.8
C3C9E909XPvAibaEXe9t3AmSkf7FuWEg5ayMgk79,22.0,0,82.10591293047433,21.65,7.63,7.63,136.0,7.42,7.57,7.35,7.4,7.82,8.06,7.81,7.6328571428571435
C3C9F675XPvAibaEXe/PfwiDaLddEhec8PjiHe20,22.0,0,82.10591293047433,18.45,7.05,7.05,111.0,7.8,5.88,6.0,7.01,7.17,7.62,7.43,6.987142857142857
C3D2F13BXPvAibaEXe9VY3GVIF2YyCo1AiynEFNW,19.0,0,81.0,30.0,6.82,6.82,55.0,7.23,7.03,6.16,6.8066666666666675,6.8066666666666675,6.8066666666666675,6.8066666666666675,6.8066666666666675
C3D4565BXPvAibaEXe+Jp/UzOSm9aHqzNxtSb4Qw,19.0,0,90.0,30.0,7.83,7.83,98.0,8.6,7.83,7.87,7.81,7.1,7.8420000000000005,7.8420000000000005,7.8420000000000005
C3D657F7XPvAibaEXe+ROAqc8OE8mIhrNFphMxVf,19.0,0,90.0,30.0,7.88,7.88,89.0,8.08,7.45,8.12,8.35,7.49,7.898000000000001,7.898000000000001,7.898000000000001
C3DEE968XPvAibaEXe+iM+1kwvQGhHpHLVpLjAlt,19.0,0,100.0,30.0,7.42,7.42,60.0,7.91,6.87,7.46,7.413333333333334,7.413333333333334,7.413333333333334,7.413333333333334,7.413333333333334
C3E0BACEXPvAibaEXe8zBeLfIMmoBC4sDuuDh1j3,15.0,0,67.0,25.0,2.64,2.64,23.0,2.38,3.91,4.76,1.19,0.22,0.88,2.2233333333333336,2.2233333333333336
C3E14DFEXPvAibaEXe9zkQY6ucuvgBXRUJz3rjp3,22.0,0,82.10591293047433,25.75,8.3,8.3,138.0,8.92,9.16,8.11,8.11,8.57,8.14,7.34,8.335714285714285
C3F2AF81XPvAibaEXe8e8TJXhGRqkF2KUXuYoaqG,17.0,0,87.0,26.5,7.52,7.52,150.0,8.38,7.43,7.41,7.07,6.8,6.29,7.21,8.41
C3FA84B0XPvAibaEXe/WIUWn3FBMGHkK7TKrYEh+,18.0,0,70.58465346534653,23.75,6.76,6.76,140.0,7.98,5.69,6.53,6.68,5.95,6.71,7.35,6.93
C4046CB9XPvAibaEXe8WxPcntbnysiP8BSpBZU8q,22.0,0,82.10591293047433,23.05,7.72,7.72,137.0,6.82,7.45,6.78,8.05,8.34,8.62,8.05,7.7299999999999995
C40EE7C7XPvAibaEXe8Rsz5OHfshwJh0ulpWP+zP,19.0,0,95.0,30.0,8.72,8.72,22.0,8.72,8.72,8.72,8.72,8.72,8.72,8.72,8.72
C410FEC4XPvAibaEXe/odi52as1TQ/z6UAtEIyTx,17.0,0,62.81791285637439,30.0,7.0,7.0,144.0,6.12,5.89,7.34,6.44,7.23,6.96,7.81,7.79
C41169F1XPvAibaEXe9V1gtTDRnQF9kTkEvGMi6j,17.0,0,88.0,27.5,8.51,8.51,141.0,9.42,8.48,8.26,7.7,8.33,8.78,8.73,9.6
C413F53EXPvAibaEXe/EvmuerN6w1GE2TkB9iMae,20.0,0,75.65553494124923,20.75,5.16,5.16,97.0,5.51,5.12,5.38,5.77,6.39,2.81,4.98,3.93
C41424EDXPvAibaEXe8H/9g+IEZq4fv6NAxjh1W8,19.0,0,99.0,30.0,6.64,6.64,26.0,6.64,6.64,6.64,6.64,6.64,6.64,6.64,6.64
C417282BXPvAibaEXe+SrLE9JUD3pJ8L3ybcUv+j,18.0,0,70.58465346534653,23.0,7.53,7.53,144.0,8.57,6.28,7.78,7.13,7.67,8.13,6.7,7.57
C4193556XPvAibaEXe8wi3NwxliF60nLMCYCmhDZ,19.0,0,100.0,30.0,7.56,7.56,27.0,7.56,7.56,7.56,7.56,7.56,7.56,7.56,7.56
C41CE676XPvAibaEXe+aObW/q2wM2gIiSv7lBs3S,19.0,0,100.0,30.0,8.86,8.86,30.0,8.86,8.86,8.86,8.86,8.86,8.86,8.86,8.86
C42497E8XPvAibaEXe/WIUWn3FBMGNDDLlZhZFd4,18.0,0,70.58465346534653,23.25,7.6,7.6,141.0,7.58,6.34,7.28,7.21,7.59,7.77,8.0,8.21
C426655EXPvAibaEXe/ymdOQ2mCWJFXeaFC1xBEo,19.0,0,100.0,30.0,8.58,8.58,66.0,8.79,8.74,8.21,8.58,8.58,8.58,8.58,8.58
C42ABD9EXPvAibaEXe9Xj8SSEVd/jfIujlFZYetv,19.0,0,87.0,30.0,5.63,5.63,59.0,6.64,5.35,5.35,6.18,4.31,5.565999999999999,5.565999999999999,5.565999999999999
C4305CC4XPvAibaEXe/33FMzfi5meaB8k7JA11dL,19.0,0,100.0,30.0,9.06,9.06,108.0,9.58,9.15,8.76,9.05,9.13,9.134000000000002,9.134000000000002,9.134000000000002
C4316761XPvAibaEXe9YgNnR0JxPhV6ID3xPJyDJ,21.0,0,78.33960814444872,20.55,6.69,6.69,133.0,7.3,6.25,6.68,6.95,6.24,6.48,7.13,6.71857142857143
C43388CAXPvAibaEXe86je89hYftA8lkZGndSV5G,19.0,0,75.0,30.0,5.19,5.19,22.0,5.19,5.19,5.19,5.19,5.19,5.19,5.19,5.19
C445173BXPvAibaEXe+QJ0MB5TsYNZapXQgTqn6M,20.0,0,75.65553494124923,25.5,7.32,7.32,134.0,6.62,6.9,7.05,7.19,7.44,8.06,6.47,8.53
C448BDFDXPvAibaEXe/MCL0qpDhx02kv1HHNdQzF,17.0,0,59.0,25.5,4.97,4.97,66.0,5.19,4.11,4.48,0.63,6.17,6.77,5.3,4.664285714285714
C44B4005XPvAibaEXe8xTifDUBtw5UeKntXC6idP,22.0,0,82.10591293047433,26.77465332984463,8.66,8.66,154.0,8.06,8.69,9.12,8.7,8.9,8.53,8.34,8.62
C451A071XPvAibaEXe/4RNlQlT5CuX+o2s85V1Dl,19.0,0,95.0,30.0,8.32,8.32,30.0,8.32,8.32,8.32,8.32,8.32,8.32,8.32,8.32
C455032AXPvAibaEXe+NJiMjcH3vhNjDTbd/VozU,17.0,0,72.0,34.0,4.85,4.85,36.0,9.0,7.78,0.0,5.593333333333334,5.593333333333334,5.593333333333334,5.593333333333334,5.593333333333334
C45C69E1XPvAibaEXe8p9EUNm1rzjsjhmyWJ+Sho,19.0,0,78.0,30.0,7.29,7.29,84.0,7.16,7.35,7.8,7.32,6.73,7.272,7.272,7.272
C45CF8A5XPvAibaEXe9r7HFHeYfyENF0jxWMwJxH,19.0,0,83.0,30.0,3.57,3.57,24.0,4.35,0.59,0.83,5.9,3.69,3.072,3.072,3.072
C463356CXPvAibaEXe8oT/p9f7HpvUd/CRKejH0I,21.0,0,78.33960814444872,20.7,8.24,8.24,125.0,7.55,8.14,8.88,7.82,8.43,7.63,8.2,9.83
C463AF07XPvAibaEXe+nNcqpVbk9mRLiNILmYngF,21.0,0,78.33960814444872,22.55,7.58,7.58,132.0,7.92,6.97,7.44,7.97,7.57,8.43,7.13,7.6328571428571435
C4659B95XPvAibaEXe+mHx0IQExG1H4PetoWdS3o,19.0,0,89.0,30.0,7.36,7.36,61.0,7.96,7.13,7.07,7.386666666666667,7.386666666666667,7.386666666666667,7.386666666666667,7.386666666666667
C46B52B7XPvAibaEXe/rR9uJzGOYEijPPcNHBrO2,19.0,0,62.81791285637439,24.0,6.99,6.99,136.0,7.05,5.67,6.94,7.41,6.74,7.09,7.5,6.44
C46CB677XPvAibaEXe/QWjvABg0+vWtBxJQzi3sA,20.0,0,75.65553494124923,26.0,8.09,8.09,132.0,7.34,7.51,8.8,8.12,8.09,8.48,8.26,8.4
C47110EFXPvAibaEXe/PGAaNNWvbUF95KJJbQ6Bs,16.0,0,78.74455162558057,29.0,7.21,7.21,149.0,6.0,6.19,7.42,4.06,6.2,7.34,6.41,7.1
C4743344XPvAibaEXe/GEP39G15BdRHnJnxt9Z2e,20.0,0,75.65553494124923,22.0,7.21,7.21,146.0,6.74,7.6,6.75,7.36,6.68,6.98,7.41,8.19
C47EB774XPvAibaEXe/GJ3MUiqGRmw49FcNX1gdh,19.0,0,81.0,30.0,7.59,7.59,100.0,7.94,7.52,7.94,7.7,6.73,0.0,6.305,6.305
C4816B84XPvAibaEXe+N4YBHj3ThYhl8fqn9yBUS,19.0,0,86.0,30.0,8.38,8.38,24.0,8.38,8.38,8.38,8.38,8.38,8.38,8.38,8.38
C487ABC7XPvAibaEXe9tdh69VvZt12fRzaFDX/GE,16.0,0,90.0,30.0,7.99,7.99,141.0,7.58,7.27,7.9,8.95,7.88,8.83,7.73,8.5
C4919872XPvAibaEXe82KQBeHoMBB1VkzmWz0Zb9,19.0,0,86.0,30.0,7.29,7.29,39.0,8.94,7.65,4.97,7.1866666666666665,7.1866666666666665,7.1866666666666665,7.1866666666666665,7.1866666666666665
C497839AXPvAibaEXe+PafmwoJdlRY125krJcBGb,19.0,0,75.19813454155285,30.0,8.21,8.21,9.0,8.21,8.21,8.21,8.21,8.21,8.21,8.21,8.21
C4A1C2F2XPvAibaEXe+65Is9PO18G6A7s3TWVdLj,18.0,0,70.58465346534653,23.5,4.83,4.83,99.0,6.58,7.67,7.1,6.06,3.42,2.3,3.31,2.98
C4A25FD9XPvAibaEXe/VTtmkh7JuOu9brTgWI9JZ,16.0,0,80.0,29.0,6.24,6.24,43.0,8.1,7.49,0.0,5.196666666666666,5.196666666666666,5.196666666666666,5.196666666666666,5.196666666666666
C4A41EA2XPvAibaEXe/QEoeDNKATR89OtFT4+FfS,21.0,0,78.33960814444872,24.2,8.79,8.79,131.0,8.5,8.77,8.94,8.6,8.82,9.2,8.85,8.8
C4B38772XPvAibaEXe+Z64Gg7q108LicaFLhBWqn,18.0,0,70.58465346534653,22.0,5.37,5.37,97.0,7.47,5.34,6.59,6.66,5.855,5.855,3.76,5.31
C4B3CA0DXPvAibaEXe/rp0ev/rDe07HQer5abv+7,17.0,0,65.0,29.0,4.69,4.69,59.0,4.12,6.15,6.13,0.16,4.86,1.21,0.43,3.294285714285714
C4B4869CXPvAibaEXe+Gf10rrPWIypZaFGwPt0Tl,22.0,0,82.10591293047433,27.01030179382456,8.72,8.72,145.0,8.86,9.42,8.64,7.94,8.86,8.49,8.87,8.725714285714286
C4B57B74XPvAibaEXe+wmtNhlfgIwrNTVgutCknX,16.0,0,78.74455162558057,27.5,6.93,6.93,148.0,6.25,4.32,5.32,6.25,7.24,7.71,8.02,8.12
C4C5C3E4XPvAibaEXe/aPLdUCtOgClLL6Fk3loNV,17.0,1,83.0,28.5,8.15,8.15,153.0,8.18,8.28,7.9,7.86,7.93,8.29,8.37,8.39
C4C9FD3CXPvAibaEXe9hSzSdeSAT0u00jNJr1bTh,17.0,0,68.0,25.5,4.78,4.78,24.0,7.21,1.35,4.28,4.28,4.28,4.28,4.28,4.28
C4CB17FAXPvAibaEXe8PCwJaf/8k/Igla9iXHtJJ,21.0,0,78.33960814444872,23.0,8.24,8.24,131.0,7.55,8.06,8.11,8.07,8.69,7.82,8.62,8.1
C4CBD3D0XPvAibaEXe9GqQkS1wvjIfdwTUgYoH3P,19.0,0,62.81791285637439,21.5,3.4,3.4,11.0,3.82,0.7,2.26,2.26,2.26,2.26,2.26,2.26
C4CDF081XPvAibaEXe+xRE5267JUoChL3sR3eJEX,17.0,0,84.0,28.0,7.17,7.17,144.0,6.65,6.37,7.54,8.09,7.87,7.55,8.43,2.59
C4CDF08DXPvAibaEXe+A3Tjfwxprolaug7IFmXDk,20.0,0,75.65553494124923,22.25,7.01,7.01,137.0,6.5,7.06,7.54,7.35,7.82,7.65,5.42,5.9
C4E2D93BXPvAibaEXe+m8vTFfrG/SX5VrHp1O5ri,19.0,0,89.0,30.0,5.71,5.71,39.0,7.06,5.32,4.8,5.726666666666667,5.726666666666667,5.726666666666667,5.726666666666667,5.726666666666667
C4E3A072XPvAibaEXe+DKeI4hPUyRgAJNIbPgtnf,19.0,0,96.0,30.0,8.76,8.76,65.0,8.96,8.92,8.39,8.756666666666668,8.756666666666668,8.756666666666668,8.756666666666668,8.756666666666668
C4E3D3F8XPvAibaEXe/kkFLQkmMrVWTgxyp7fnNK,19.0,0,95.0,30.0,8.09,8.09,60.0,8.33,7.66,8.31,8.1,8.1,8.1,8.1,8.1
C4EADCB0XPvAibaEXe8p+Buz4QuyYyhA5wQx1qtp,19.0,0,81.0,30.0,3.07,3.07,7.0,4.42,0.82,4.18,3.14,3.14,3.14,3.14,3.14
C4EDD4BAXPvAibaEXe8PcTqQe5AuPyqjfrlJZH4r,22.0,0,82.10591293047433,21.6,7.69,7.69,134.0,7.39,7.49,7.75,7.04,8.28,8.04,8.05,7.719999999999999
C4EE9609XPvAibaEXe+GGliW+AfAjDMilsuoL5J7,22.0,0,82.10591293047433,22.2,7.11,7.11,129.0,7.66,6.37,6.45,7.69,6.94,7.07,7.29,7.067142857142857
C4EF60B5XPvAibaEXe9iKIRwqei6/NTXytYp5Ig8,16.0,0,78.74455162558057,29.5,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C4F596B7XPvAibaEXe9Qk6hDUWKQXZP98Rz5k643,17.0,0,80.0,27.5,8.0,8.0,143.0,7.44,7.83,7.48,7.57,8.5,8.73,8.47,8.7
C4F69298XPvAibaEXe/t4WKrTmA45Rqptc4R3kvU,20.0,0,75.65553494124923,25.25,7.13,7.13,152.0,7.66,7.81,6.35,6.41,6.79,6.34,7.21,7.7
C4FBF92AXPvAibaEXe9a1uWtqWQkWFQ3eDtC9vDe,19.0,0,100.0,30.0,8.25,8.25,74.0,8.01,8.27,8.45,0.0,6.1825,6.1825,6.1825,6.1825
C50032ACXPvAibaEXe91WmQmxUATiZ4YMKY8jwZv,19.0,0,90.0,30.0,8.63,8.63,109.0,8.48,8.69,8.67,8.81,8.61,0.0,7.210000000000001,7.210000000000001
C50376D0XPvAibaEXe/SB1IwpeFMKmi6qTlmmddR,19.0,0,100.0,30.0,7.97,7.97,68.0,7.79,8.15,7.91,7.95,7.95,7.95,7.95,7.95
C50D57F6XPvAibaEXe9JdUmjPcaT8u0WARcbO2/5,16.0,0,78.74455162558057,30.0,6.8,6.8,157.0,6.14,6.52,6.67,7.59,6.45,7.02,5.34,4.73
C50E8BCFXPvAibaEXe/IJyK0OmpUJ741hXVRKNfo,21.0,0,78.33960814444872,25.35474477906872,7.91,7.91,132.0,8.25,7.33,7.39,8.18,8.39,8.47,7.5,7.93
C50FB037XPvAibaEXe+wL6o6OKEYkO4yjVN/Hkxy,19.0,0,100.0,30.0,8.53,8.53,68.0,8.54,8.98,8.07,8.53,8.53,8.53,8.53,8.53
C50FB698XPvAibaEXe+9v37KcInSIff/FxEfaYpI,21.0,0,78.33960814444872,22.25,8.29,8.29,148.0,8.3,8.31,8.41,8.39,7.91,8.03,8.0,8.67
C51EECF2XPvAibaEXe85Y9zb3iTT6sCLSA8CynTS,19.0,0,87.0,30.0,5.84,5.84,60.0,4.24,6.19,5.49,5.74,5.98,5.5280000000000005,5.5280000000000005,5.5280000000000005
C525BEB8XPvAibaEXe8SnnwrtS3HXFn8EPKpfV2M,19.0,0,75.19813454155285,21.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C52C1A24XPvAibaEXe9mpn5IvDinR4TnZjElQAah,22.0,0,82.10591293047433,24.65,7.91,7.91,110.0,9.05,8.46,7.53,8.5,7.83,6.82,8.0,8.027142857142858
C52FCCF5XPvAibaEXe87anst8v7ZsVgLTEa/Ox6f,19.0,0,90.0,30.0,9.09,9.09,26.0,9.09,9.09,9.09,9.09,9.09,9.09,9.09,9.09
C5305F01XPvAibaEXe93Rc7cR6VrXCRXQ4/pg3jr,19.0,0,97.0,30.0,7.7,7.7,89.0,7.31,6.96,7.79,8.3,8.03,7.678,7.678,7.678
C53A9754XPvAibaEXe9AY13hBxopPcPp0J5gyQg8,19.0,0,92.0,30.0,5.22,5.22,55.0,5.29,4.08,5.96,5.11,5.11,5.11,5.11,5.11
C53BFE49XPvAibaEXe/GIu0V6tRrkw24BUGPXVVI,22.0,0,82.10591293047433,30.0,8.53,8.53,119.0,8.76,8.47,8.495000000000001,8.83,8.6,8.17,8.14,8.495000000000001
C53C1A49XPvAibaEXe8+b4756rik/oDDs7f54rIX,22.0,0,82.10591293047433,23.15,7.34,7.34,127.0,6.31,6.13,6.9,8.35,8.25,8.41,7.32,7.381428571428571
C540BBF6XPvAibaEXe9P8bN3LcyQloBjSpS7pP7p,19.0,0,91.0,30.0,8.77,8.77,110.0,8.38,8.44,8.7,8.85,9.44,0.0,7.301666666666666,7.301666666666666
C545722AXPvAibaEXe9E+yOJSz6HocEJuG3fpsq5,18.0,0,70.58465346534653,23.0,7.09,7.09,143.0,6.45,5.44,7.55,6.98,6.48,6.99,7.51,7.93
C5493A65XPvAibaEXe8OmD6FmAFSI5rhhyarqZGV,19.0,0,79.0,30.0,5.54,5.54,19.0,5.54,5.54,5.54,5.54,5.54,5.54,5.54,5.54
C549CCE9XPvAibaEXe+nFvcMo/cK5JqtS6OwGZfM,19.0,0,98.0,30.0,7.03,7.03,45.0,7.84,7.19,6.66,7.23,7.23,7.23,7.23,7.23
C54AE894XPvAibaEXe/CISFtEmjHAOrQNIbSAwbh,20.0,0,75.65553494124923,25.75,7.75,7.75,131.0,6.59,7.46,7.75,7.88,7.79,8.23,8.19,8.5
C54D98DEXPvAibaEXe+PmhPN+9CWc/uhHYPBpgfP,17.0,1,85.0,27.0,6.01,6.01,90.0,5.03,5.58,6.79,7.45,6.33,3.07,5.708333333333333,5.708333333333333
C553F9C4XPvAibaEXe+Cg1ybKXIqQdOe89vIYtVC,17.0,0,75.65553494124923,25.25,6.52,6.52,151.0,6.32,6.61,6.65,5.9,7.13,6.93,4.06,8.2
